age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
20,4,14135,12,5,2,4,5,4,0,0,0,34,39,0
32,4,4679,6,11,3,8,1,2,0,0,0,7,23,0
35,6,9796,11,15,2,4,0,4,1,0,0,39,39,1
20,4,13942,15,1,2,4,0,2,1,0,0,75,39,1
13,7,3217,9,4,2,10,0,1,1,0,0,34,19,1
6,4,1907,9,4,4,1,3,4,0,0,0,23,39,0
15,4,9384,7,3,4,12,1,2,1,0,0,45,39,0
23,4,1857,8,2,2,3,0,1,1,0,0,34,0,1
17,4,12222,5,10,2,14,0,0,1,0,0,39,26,0
8,6,6306,11,15,4,5,3,4,1,0,0,28,39,0
15,4,7400,11,15,4,7,4,4,1,0,0,34,39,0
21,4,14314,1,13,2,12,0,4,1,0,0,45,39,0
26,6,14444,12,5,0,4,4,4,0,0,0,39,39,1
23,4,8190,10,7,2,10,0,4,1,0,0,56,39,1
37,4,14847,11,15,5,8,4,2,0,0,0,12,39,0
18,1,20394,6,11,2,5,0,2,1,0,0,34,39,0
42,4,744,11,15,0,13,4,4,0,0,0,34,39,0
39,2,10361,9,4,2,13,0,4,1,0,0,34,39,1
2,4,5406,11,15,4,3,3,4,1,0,0,34,39,0
37,0,6667,15,1,2,0,0,1,1,0,0,56,35,1
22,4,17103,11,15,0,4,1,4,1,0,0,75,39,0
32,4,8175,11,15,2,3,0,4,1,0,0,34,39,0
6,2,7861,7,3,4,11,1,4,1,0,0,47,39,0
3,4,13220,15,1,4,12,3,2,1,0,0,38,39,0
13,1,19643,15,1,2,1,3,4,1,0,0,34,39,0
5,7,15198,15,1,2,8,0,2,1,0,0,6,39,0
31,4,12038,1,13,4,7,4,4,1,0,0,34,33,0
4,4,8569,15,1,4,7,3,4,1,0,0,34,39,0
2,4,19313,11,15,1,1,5,4,0,0,0,17,39,0
14,4,20742,15,1,2,12,0,4,1,0,0,31,0,1
31,6,13199,7,3,2,10,0,4,1,0,0,34,39,0
14,4,19039,6,11,2,7,0,4,1,0,0,37,39,0
36,6,20944,9,4,2,10,0,4,1,0,0,34,39,0
7,4,5862,9,4,2,13,0,4,1,0,0,45,39,0
32,4,21261,11,15,5,1,4,4,0,0,0,34,39,0
8,4,14361,11,15,4,6,1,4,1,0,0,28,39,0
40,1,16147,9,4,2,10,0,2,1,0,0,34,39,1
36,4,3468,11,15,2,7,0,4,1,0,0,31,39,0
27,4,2351,12,5,0,4,4,4,0,0,0,34,39,0
24,7,122,8,2,2,3,0,4,1,0,0,34,39,0
12,4,13513,8,2,4,10,1,4,1,0,0,37,39,0
8,4,15623,15,1,2,4,5,3,0,0,0,34,39,0
1,4,11055,11,15,4,8,3,4,0,0,0,23,0,0
33,1,12538,9,4,0,4,1,4,1,0,0,50,39,1
30,5,812,11,15,0,4,1,4,1,0,0,56,39,0
26,4,11767,15,1,2,13,0,4,1,0,0,34,39,1
29,4,10344,4,9,2,7,0,4,1,0,0,34,26,0
18,4,19452,8,2,2,8,0,4,1,0,0,34,33,0
24,4,3695,11,15,2,1,0,4,1,0,0,42,39,0
15,0,14525,5,10,3,0,1,4,1,0,0,34,0,0
31,4,3868,11,15,2,14,0,4,1,0,0,34,39,0
25,4,1401,10,7,2,10,0,4,1,0,0,39,39,1
12,4,457,15,1,0,13,1,4,1,0,0,53,39,0
19,4,4311,11,15,2,3,0,4,1,0,0,34,39,0
11,4,7002,15,1,0,1,1,4,0,0,0,34,39,0
36,4,5555,11,15,2,1,5,4,0,0,0,34,39,1
32,5,7969,15,1,2,4,0,4,1,0,0,45,39,1
8,0,8962,15,1,4,0,3,4,1,0,0,34,39,0
2,4,111,15,1,4,10,3,4,1,0,0,25,39,0
14,4,15148,9,4,5,12,3,2,0,0,0,34,39,0
12,6,4850,9,4,2,12,0,4,1,0,0,66,39,1
6,4,9966,15,1,4,7,1,4,1,0,0,34,39,0
62,4,2084,15,1,2,10,2,4,1,0,0,12,39,0
10,4,10147,11,15,4,8,3,4,1,0,0,34,26,0
23,4,15605,7,3,2,1,0,4,1,0,0,34,39,0
50,0,10045,0,12,2,0,0,4,1,0,0,11,39,0
1,4,15142,1,13,4,8,3,4,0,0,0,14,39,0
14,2,2173,5,10,2,5,0,4,1,0,0,34,39,0
1,4,18490,11,15,4,12,1,4,1,0,0,23,39,0
35,4,13746,9,4,2,8,0,4,1,0,0,34,5,0
29,4,19112,11,15,2,8,5,4,0,0,0,34,39,0
42,4,4654,11,15,2,12,0,4,1,0,0,42,39,0
36,4,16495,11,15,0,12,3,4,0,0,0,28,39,0
32,2,13351,11,15,2,11,0,4,1,0,0,34,39,1
16,4,9106,12,5,2,10,0,4,1,0,0,45,39,0
13,4,19307,6,11,4,12,1,4,1,0,0,34,39,0
26,1,18024,10,7,4,10,1,4,0,0,0,45,39,1
40,4,12460,8,2,2,10,0,4,1,0,0,34,39,0
20,4,14222,15,1,0,3,4,4,0,0,0,34,39,0
11,4,10029,15,1,0,7,4,2,0,0,0,17,39,0
17,2,11008,9,4,2,11,0,4,1,0,0,34,39,1
12,2,1311,15,1,4,6,1,4,1,0,0,45,39,0
20,4,9161,15,1,2,12,0,4,1,0,0,42,39,1
31,4,5681,7,3,0,4,4,4,0,0,0,34,9,0
15,1,12432,11,15,4,8,3,2,1,0,0,34,39,0
59,4,2049,12,5,2,4,0,4,1,0,0,34,39,1
30,6,3827,12,5,4,10,1,4,0,0,0,45,39,0
3,4,7587,15,1,4,13,3,4,0,0,0,34,39,0
12,4,273,11,15,4,3,1,4,1,0,0,34,39,0
13,4,8326,1,13,4,6,3,4,1,0,0,34,39,0
14,2,7704,11,15,4,1,1,4,0,0,0,34,39,0
25,4,2082,11,15,2,6,0,4,1,0,0,34,39,0
7,4,18315,9,4,4,12,2,4,1,0,0,34,39,0
21,4,19874,14,6,2,10,0,4,1,0,0,34,39,1
19,4,226,11,15,4,7,3,4,0,0,0,34,39,0
36,4,21322,6,11,2,6,0,4,1,0,0,45,39,0
39,5,14886,15,1,2,12,0,4,1,0,0,45,39,0
32,2,8589,8,2,2,3,0,2,1,0,0,34,39,1
38,4,12322,15,1,2,12,0,4,1,0,0,51,39,0
5,4,212,11,15,4,3,1,4,1,0,0,35,39,0
4,4,8883,15,1,4,8,3,4,0,0,0,34,39,0
23,4,1628,9,4,2,4,0,4,1,0,0,56,39,0
13,4,20412,9,4,4,4,3,2,1,0,0,34,11,0
12,7,13338,9,4,2,10,0,4,1,0,0,45,39,1
2,4,14824,15,1,4,8,3,2,1,0,0,28,39,0
30,4,14271,9,4,2,4,5,4,0,0,0,34,39,1
14,4,1247,7,3,2,1,0,4,1,0,0,34,39,1
18,0,2420,11,15,2,0,0,4,1,0,0,34,39,0
22,4,17065,15,1,0,3,1,4,1,0,0,34,39,0
11,4,20072,7,3,4,12,1,4,0,0,0,56,39,0
20,4,12652,9,4,2,12,0,4,1,0,0,45,39,0
29,4,3601,7,3,0,13,1,2,0,0,0,29,39,0
21,1,2175,12,5,2,10,0,4,1,0,0,34,20,1
26,6,19487,11,15,2,3,0,4,1,0,0,56,39,0
10,4,4933,8,2,2,1,5,4,0,0,0,28,39,0
3,4,16369,15,1,4,12,3,4,1,0,0,12,39,0
32,4,20623,15,1,2,3,0,1,1,0,0,34,39,1
44,5,19933,11,15,2,3,0,4,1,0,0,34,39,0
10,4,11428,15,1,4,12,3,4,0,0,0,34,39,0
2,4,15410,15,1,4,8,3,4,1,0,0,23,26,0
53,4,436,15,1,4,13,2,4,1,0,0,34,39,0
14,4,7296,11,15,4,14,4,2,0,0,0,23,39,0
5,4,6124,15,1,2,8,0,4,1,0,0,16,39,0
19,4,675,11,15,6,8,4,4,0,0,0,16,39,0
26,0,6041,15,1,0,0,1,4,0,0,0,34,39,0
30,2,7313,15,1,0,1,4,4,0,0,0,31,26,0
17,4,8682,11,15,4,1,1,4,0,0,0,34,39,0
16,4,4916,9,4,4,4,2,1,0,0,0,34,30,0
4,4,14609,11,15,4,3,3,4,1,0,0,28,39,0
35,0,12601,11,15,0,0,1,4,1,0,0,39,39,1
31,4,7516,11,15,2,3,0,4,1,0,0,40,39,0
6,4,10185,9,4,4,6,1,4,1,0,0,34,39,0
12,4,7959,11,15,0,3,1,4,1,0,0,56,39,0
25,4,11156,9,4,5,8,2,2,1,0,0,45,39,0
51,0,17488,3,8,0,0,1,4,0,0,0,12,39,0
8,4,12595,11,15,4,8,4,4,0,0,0,34,39,0
27,5,20470,12,5,0,4,4,1,0,0,0,34,39,0
11,4,20939,11,15,4,4,1,1,0,0,0,34,9,0
28,6,8999,12,5,2,12,0,4,1,0,0,34,39,1
19,4,9583,15,1,0,8,4,4,0,0,0,34,26,0
22,1,11596,7,3,4,4,1,4,1,0,0,36,39,0
29,7,210,12,5,6,11,4,4,1,0,0,34,39,0
1,4,12882,1,13,4,6,3,4,1,0,0,7,39,0
49,2,19341,8,2,6,10,1,4,0,0,0,12,39,0
11,7,6118,11,15,2,11,0,4,1,0,0,34,39,0
10,4,18273,9,4,4,3,1,4,1,0,0,45,39,0
11,7,3866,9,4,2,10,0,4,1,0,0,34,39,1
10,4,12637,11,15,3,12,4,4,0,0,0,17,39,0
4,4,15255,11,15,4,3,3,2,1,0,0,34,39,0
17,4,18840,11,15,4,6,1,2,1,0,0,34,39,0
1,4,7097,11,15,4,8,3,4,1,0,0,3,39,0
16,4,17230,9,4,2,10,0,4,1,0,0,61,39,0
27,2,6785,15,1,2,4,0,2,1,0,0,31,39,1
26,4,1216,15,1,0,1,1,4,0,0,0,34,39,0
13,4,19791,15,1,4,3,1,2,1,0,0,39,39,0
23,4,14209,5,10,2,7,0,4,1,0,0,34,26,1
20,1,14380,15,1,2,1,0,4,1,0,0,36,39,1
17,4,14921,11,15,2,1,0,2,1,0,0,34,39,0
24,6,3368,9,4,0,4,1,4,0,0,0,34,39,0
36,0,2802,9,4,0,0,1,4,0,0,0,45,39,0
14,4,21643,12,5,2,10,5,4,0,0,0,45,39,0
41,7,793,10,7,2,10,0,4,1,0,0,0,39,1
21,4,4287,15,1,0,7,1,2,0,0,0,20,39,0
7,4,4613,15,1,2,7,0,4,1,0,0,34,39,0
24,2,19170,9,4,2,3,0,2,1,0,0,34,39,0
30,4,1792,15,1,2,13,0,4,1,0,0,39,39,0
24,1,2523,9,4,2,13,0,4,1,0,0,16,39,0
6,4,8593,4,9,2,14,2,4,1,0,0,34,26,0
19,4,21601,15,1,0,3,1,4,1,0,0,34,39,0
7,6,15845,11,15,4,12,1,4,1,0,0,34,39,0
2,0,5648,11,15,4,0,3,4,1,0,0,34,22,0
34,4,12933,9,4,2,4,0,4,1,0,0,45,39,1
20,7,18824,11,15,0,1,4,4,0,0,0,28,39,0
1,4,3140,1,13,4,12,3,4,0,0,0,34,39,0
18,4,16989,11,15,0,3,1,4,1,0,0,56,39,0
0,4,19878,1,13,4,12,3,4,0,0,0,3,39,0
27,2,4738,11,15,2,14,0,2,1,0,0,34,39,0
20,4,9678,11,15,2,3,0,4,1,0,0,34,39,1
18,4,4181,15,1,4,12,1,0,0,0,0,34,39,0
43,4,20829,11,15,2,3,0,1,1,0,0,34,39,0
37,5,2140,5,10,2,7,0,4,1,0,0,34,39,1
20,4,19804,9,4,4,4,1,2,1,0,0,56,39,1
33,4,15263,7,3,0,12,1,4,0,0,0,34,39,0
21,4,6931,9,4,2,12,0,4,1,0,0,45,31,0
28,4,782,9,4,2,10,0,4,1,0,0,50,39,0
8,4,12698,0,12,4,3,1,4,1,0,0,34,39,0
14,4,8646,15,1,2,6,0,4,1,0,0,34,39,0
47,0,7510,3,8,0,0,1,4,1,0,0,34,39,0
37,4,6290,11,15,2,1,0,2,1,0,0,12,39,0
36,2,3149,13,0,4,7,1,4,0,0,0,28,39,0
1,4,12092,11,15,4,12,3,4,0,0,0,34,39,0
43,0,12030,0,12,0,0,1,0,0,0,0,1,39,0
58,4,15299,8,2,6,1,1,4,0,0,0,12,4,0
48,4,6310,11,15,0,1,1,4,0,0,0,34,39,0
24,4,2499,11,15,0,12,4,2,0,0,0,31,39,0
8,4,4629,15,1,4,1,1,4,1,0,0,36,39,0
16,4,918,15,1,0,3,2,3,0,0,0,34,39,0
11,4,20389,14,6,4,10,1,4,1,0,0,50,39,1
42,7,13375,11,15,2,8,0,4,1,0,0,34,39,0
23,7,5636,15,1,4,1,1,4,0,0,0,31,39,0
24,4,6659,9,4,2,4,0,4,1,0,0,45,20,1
21,2,1264,12,5,2,4,0,4,1,0,0,66,39,1
6,4,1299,11,15,4,14,3,4,1,0,0,34,39,0
23,4,16551,9,4,2,10,0,4,1,0,0,34,39,1
24,6,8452,11,15,2,8,5,4,0,0,0,12,39,0
7,7,13632,7,3,2,11,0,4,1,0,0,45,39,0
3,0,1655,15,1,4,0,3,4,1,0,0,12,39,0
39,4,9247,11,15,2,1,0,4,1,0,0,28,0,0
41,4,11673,11,15,2,1,0,4,1,0,0,39,39,1
15,4,7095,11,15,4,8,1,4,0,0,0,27,39,0
28,4,4134,11,15,2,1,0,4,1,0,0,34,0,0
24,4,1058,14,6,2,10,5,4,0,0,0,34,39,1
25,4,17644,9,4,2,1,5,2,0,0,0,34,39,0
42,2,5704,0,12,6,8,4,2,0,0,0,23,39,0
2,2,13628,15,1,4,1,3,4,1,0,0,34,39,0
41,4,12919,15,1,4,14,1,4,1,0,0,12,39,0
25,6,14884,11,15,2,5,0,1,1,0,0,34,1,1
3,4,1524,11,15,4,8,3,4,0,0,0,34,39,0
15,4,5818,11,15,5,8,1,4,0,0,0,23,39,0
28,4,7511,8,2,6,4,1,4,0,0,0,39,39,0
33,4,9336,5,10,0,3,1,4,1,0,0,34,39,0
19,4,3901,9,4,0,10,3,4,0,0,0,34,39,0
28,4,21490,11,15,2,12,0,4,1,0,0,56,39,0
0,4,12240,1,13,4,8,3,4,1,0,0,3,39,0
9,4,17390,1,13,2,3,0,4,1,0,0,34,39,0
20,5,12824,15,1,2,4,0,1,1,0,0,70,37,1
2,0,10512,15,1,4,0,3,4,1,0,0,16,2,0
47,4,9970,11,15,2,4,0,4,1,0,0,34,39,1
16,4,7265,9,4,4,10,1,4,0,0,0,39,39,0
16,4,10732,11,15,2,3,5,4,0,0,0,34,39,1
44,4,20083,11,15,2,4,0,4,1,0,0,34,39,1
10,2,9744,12,5,4,10,3,4,1,0,0,28,39,0
13,4,20101,11,15,0,10,3,4,0,0,0,34,39,0
26,4,18784,11,15,2,6,0,2,1,0,0,34,39,0
18,4,7799,15,1,4,4,1,4,0,0,0,34,39,0
8,4,8214,15,1,4,13,3,4,0,0,0,34,39,0
5,4,16602,9,4,4,10,1,4,0,0,0,6,11,0
17,4,6130,7,3,0,12,4,2,0,0,0,39,39,0
43,4,5956,9,4,0,10,1,4,0,0,0,36,39,0
4,4,9459,11,15,4,6,3,4,1,0,0,34,39,0
24,4,10622,14,6,2,10,0,4,1,0,0,56,39,1
33,4,6282,15,1,0,8,1,4,1,0,0,39,39,0
8,4,17208,9,4,4,4,1,4,0,0,0,34,39,0
33,4,8224,5,10,2,3,0,4,1,0,0,34,7,0
19,4,8920,9,4,2,10,0,4,1,0,0,39,39,0
14,4,2296,11,15,0,10,1,4,0,0,0,34,39,0
12,2,10614,9,4,4,11,1,4,1,0,0,51,39,0
4,4,11386,15,1,4,12,3,4,1,0,0,39,39,0
10,4,12374,9,4,4,13,4,2,0,0,0,34,39,0
48,4,925,11,15,2,14,0,4,1,0,0,7,39,0
20,5,19519,9,4,0,12,1,4,0,0,0,56,39,0
7,4,13819,11,15,4,3,3,4,1,0,0,34,39,0
21,4,5514,11,15,0,12,1,4,1,0,0,75,39,0
4,4,4178,15,1,4,8,1,1,0,0,0,17,39,0
14,4,10414,11,15,2,14,0,4,1,0,0,39,39,1
7,4,14893,15,1,2,1,5,1,0,0,0,34,25,0
26,4,5894,11,15,0,1,1,4,0,0,0,34,39,0
9,4,8228,7,3,4,13,1,4,1,0,0,39,39,0
29,4,20683,7,3,4,10,1,4,0,0,0,26,39,0
18,4,8215,7,3,2,1,0,4,1,0,0,34,39,1
24,5,16625,15,1,2,5,0,4,1,0,0,49,39,1
9,4,19611,9,4,4,12,1,4,1,0,0,34,39,0
2,0,20835,15,1,4,0,3,2,0,0,0,17,39,0
19,6,9443,9,4,0,10,1,2,0,0,0,34,39,1
5,4,8861,15,1,4,12,3,4,1,0,0,6,39,0
7,4,7999,15,1,4,7,1,4,1,0,0,34,39,0
60,6,3046,15,1,2,12,0,4,1,0,0,34,39,0
5,4,17813,4,9,2,7,2,4,0,0,0,34,26,0
12,4,18205,15,1,4,13,1,4,0,0,0,34,39,0
45,4,4641,11,15,6,8,1,4,0,0,0,16,39,0
22,6,5997,11,15,2,4,0,4,1,0,0,34,39,0
18,4,7323,11,15,0,14,1,4,1,0,0,39,39,0
12,4,8925,1,13,4,4,1,4,0,0,0,34,39,0
59,6,5998,12,5,2,3,0,4,1,0,0,1,39,0
46,6,20471,11,15,2,5,0,4,1,0,0,39,39,0
6,0,9963,8,2,4,0,3,2,0,0,0,6,39,0
41,6,15566,11,15,2,6,0,4,1,0,0,34,39,0
24,4,9535,15,1,4,3,1,2,1,0,0,39,39,0
9,4,10891,9,4,4,1,1,4,1,0,0,34,39,0
30,4,6526,8,2,4,8,1,4,1,0,0,34,39,0
38,2,21517,0,12,2,1,0,4,1,0,0,34,39,0
36,4,12052,11,15,2,14,0,4,1,0,0,34,39,0
0,4,13490,4,9,4,8,2,4,1,0,0,42,26,0
13,4,21237,11,15,4,3,2,4,1,0,0,34,39,0
32,4,20140,12,5,4,10,1,4,1,0,0,56,39,0
2,4,338,11,15,4,12,4,2,1,0,0,23,14,0
28,4,13008,11,15,2,8,0,2,1,0,0,34,39,0
9,4,21273,7,3,4,12,1,4,1,0,0,34,39,0
16,4,20792,11,15,4,5,1,4,1,0,0,12,39,0
5,7,14498,15,1,4,11,3,2,0,0,0,34,39,0
26,6,12013,9,4,4,12,1,4,1,0,0,36,39,0
50,0,16949,1,13,2,0,0,4,1,0,0,74,39,0
13,0,4030,8,2,0,0,4,4,0,0,0,34,39,0
39,4,79,7,3,3,8,1,4,1,0,0,17,20,0
14,4,4372,9,4,4,10,3,4,1,0,0,17,39,0
16,4,1545,9,4,2,4,0,4,1,0,0,34,39,1
9,4,8036,11,15,2,8,0,4,1,0,0,34,39,0
16,4,948,9,4,2,4,0,4,1,0,0,34,39,1
29,2,15860,1,13,2,14,0,4,1,0,0,23,39,0
42,0,17210,9,4,2,0,0,4,1,0,0,34,39,1
21,1,21301,11,15,2,1,0,4,1,0,0,34,39,1
48,4,4777,1,13,6,8,4,3,1,0,0,34,39,0
23,4,21359,8,2,2,13,0,4,1,0,0,34,39,1
25,4,989,11,15,2,1,5,4,0,0,0,28,39,0
9,6,1446,6,11,2,3,0,4,1,0,0,34,32,0
19,4,16557,0,12,2,8,5,4,0,0,0,16,39,0
45,4,13445,12,5,2,10,0,4,1,0,0,34,39,1
26,4,6710,9,4,2,14,0,4,1,0,0,39,39,0
5,4,18018,11,15,3,12,1,4,1,0,0,50,39,0
11,4,21144,11,15,2,3,0,4,1,0,0,34,39,0
39,6,6986,15,1,2,12,0,4,1,0,0,39,39,0
5,4,16984,7,3,4,12,1,4,0,0,0,6,39,0
40,4,10019,9,4,0,4,1,4,0,0,0,39,39,1
22,4,18814,11,15,0,12,4,4,0,0,0,34,39,0
9,1,7305,15,1,4,1,4,4,0,0,0,6,39,0
0,4,21022,1,13,4,8,3,4,1,0,0,1,39,0
23,7,7106,8,2,2,7,0,4,1,0,0,31,39,1
28,4,12788,11,15,2,7,0,2,1,0,0,34,39,0
27,4,4689,11,15,4,3,1,2,1,0,0,34,39,0
3,2,16654,15,1,4,1,3,4,0,0,0,1,39,0
16,4,13303,11,15,2,3,5,4,0,0,0,34,39,0
6,4,16818,15,1,4,12,1,4,1,0,0,34,39,0
29,6,20572,12,5,0,4,1,4,1,0,0,23,39,0
21,4,5855,11,15,2,12,0,4,1,0,0,45,39,0
37,4,5999,11,15,0,14,1,4,1,0,0,34,39,0
8,4,16449,15,1,2,3,0,4,1,0,0,34,39,0
29,4,713,15,1,0,12,1,4,0,0,0,34,39,0
19,2,1467,15,1,2,14,5,4,0,0,0,34,39,0
6,4,17754,11,15,4,8,1,4,0,0,0,17,39,0
12,4,2751,11,15,5,7,1,4,1,0,0,34,39,0
2,4,12659,15,1,4,1,3,4,0,0,0,7,39,0
2,4,11408,11,15,4,8,2,4,0,0,0,34,39,0
18,4,10593,11,15,2,8,5,4,0,0,0,34,39,1
10,4,14813,9,4,4,3,1,4,1,0,0,45,39,0
29,6,13810,7,3,5,3,1,4,1,0,0,34,39,0
17,4,8465,11,15,4,8,1,4,0,0,0,28,39,0
27,4,1309,15,1,2,13,0,4,1,0,0,34,39,0
28,4,21416,15,1,0,6,4,4,0,0,0,34,39,0
3,0,2935,11,15,4,0,2,4,0,0,0,28,39,0
8,4,20876,9,4,2,4,0,4,1,0,0,50,39,1
35,5,2610,9,4,2,4,0,4,1,0,0,45,39,1
3,4,18102,15,1,4,6,3,4,1,0,0,34,39,0
11,4,706,15,1,4,8,1,4,0,0,0,34,39,0
33,7,14290,9,4,2,11,0,4,1,0,0,34,39,1
17,4,11107,8,2,0,13,1,4,0,0,0,60,39,0
11,4,839,11,15,2,1,0,4,1,0,0,34,39,0
29,6,15423,11,15,2,3,0,4,1,0,0,17,39,0
15,4,17039,15,1,2,4,0,4,1,0,0,45,39,0
24,2,18210,15,1,0,8,1,2,0,0,0,16,39,0
7,4,12016,11,15,4,6,4,2,0,0,0,34,39,0
16,4,1592,15,1,0,4,4,4,0,0,0,34,39,0
14,7,261,15,1,2,7,0,4,1,0,0,34,39,0
18,4,21150,2,14,0,3,1,4,1,0,0,45,39,1
35,4,7870,3,8,2,7,0,4,1,0,0,34,26,0
13,4,18249,1,13,4,8,3,4,0,0,0,10,39,0
17,2,12134,1,13,5,7,1,2,1,0,0,34,39,0
17,7,11913,11,15,0,14,4,4,0,0,0,34,39,0
3,4,19730,15,1,2,12,0,4,1,0,0,23,39,0
15,7,21132,9,4,2,4,5,4,0,0,0,34,39,1
12,4,7601,11,15,0,5,1,4,1,0,0,34,39,0
16,4,11164,0,12,4,3,4,4,0,0,0,28,39,0
8,4,2691,11,15,2,14,0,4,1,0,0,56,39,0
6,4,9352,11,15,4,6,1,4,1,0,0,67,6,0
46,5,10739,11,15,2,4,0,4,1,0,0,34,39,1
30,2,14261,12,5,2,10,0,4,1,0,0,34,39,0
63,0,634,11,15,6,0,1,4,1,0,0,16,39,0
0,0,9150,1,13,4,0,3,4,1,0,0,34,39,0
13,4,14631,7,3,2,8,5,4,0,0,0,17,39,1
16,4,9684,12,5,2,10,0,4,1,0,0,45,39,1
17,2,1437,15,1,4,11,1,4,0,0,0,34,39,0
6,4,20595,15,1,2,1,0,4,1,0,0,34,39,0
25,2,16229,15,1,2,1,5,4,0,0,0,34,39,0
12,4,17016,9,4,4,10,1,4,1,0,0,34,39,0
28,4,18607,11,15,0,1,1,4,0,0,0,20,39,0
7,1,7904,11,15,4,2,3,4,1,0,0,34,39,0
27,4,1401,15,1,2,10,0,4,1,0,0,34,39,1
10,4,17942,6,11,4,3,2,4,1,0,0,34,26,0
3,4,14695,15,1,4,12,1,4,1,0,0,28,39,0
27,4,14378,11,15,6,4,4,2,0,0,0,34,39,0
34,4,19486,11,15,2,3,0,0,1,0,0,34,39,0
3,4,3627,11,15,2,7,0,4,1,0,0,34,39,0
0,0,12914,1,13,4,0,3,4,0,0,0,44,39,0
2,4,9521,11,15,4,7,3,2,0,0,0,34,39,0
28,5,8584,15,1,2,3,0,4,1,0,0,50,39,1
43,4,12197,11,15,2,3,0,4,1,0,0,34,39,1
25,4,8616,7,3,2,4,0,2,1,0,0,34,0,1
27,6,11564,11,15,2,12,5,4,0,0,0,34,39,1
23,4,20209,8,2,2,7,0,1,1,0,0,34,39,1
13,4,6688,11,15,2,4,5,4,0,0,0,34,39,0
21,4,16668,15,1,2,14,0,2,1,0,0,45,39,0
6,4,19281,11,15,2,14,0,4,1,0,0,56,39,0
15,0,1324,15,1,2,0,0,4,1,0,0,34,39,0
27,4,1401,7,3,4,5,3,4,1,0,0,34,39,0
37,2,14312,11,15,2,14,0,2,1,0,0,34,39,0
15,4,2629,9,4,2,10,0,4,1,0,0,45,39,0
33,4,8177,3,8,3,3,4,4,1,0,0,34,39,0
7,4,5584,9,4,4,13,1,4,0,0,0,12,39,0
20,4,2235,11,15,2,1,5,4,0,0,0,56,39,0
35,4,16806,11,15,0,14,4,4,1,0,0,34,39,0
21,4,16215,15,1,2,14,0,4,1,0,0,34,39,0
13,4,1599,9,4,2,13,5,4,0,0,0,7,39,1
43,4,9096,15,1,4,10,4,4,1,0,0,34,39,1
5,0,3119,15,1,4,0,3,4,1,0,0,34,39,0
18,4,14158,11,15,4,3,1,4,1,0,0,34,39,0
13,4,14920,11,15,4,14,1,4,1,0,0,56,39,0
50,4,18922,8,2,0,8,1,4,0,0,0,16,39,0
29,4,13871,9,4,4,3,1,4,0,0,0,34,39,0
0,4,9981,6,11,4,8,1,4,1,0,0,55,39,0
5,4,13977,15,1,4,6,3,4,1,0,0,23,39,0
10,4,4759,0,12,4,8,1,4,1,0,0,34,39,0
6,4,8653,11,15,4,8,4,4,0,0,0,28,39,0
16,4,976,7,3,2,3,0,4,1,0,0,39,32,0
26,6,5651,15,1,2,3,0,4,1,0,0,12,39,0
11,7,20093,9,4,4,10,1,4,1,0,0,12,39,0
24,4,8201,11,15,3,3,4,4,0,0,0,34,39,0
8,4,7752,15,1,3,1,3,2,0,0,0,12,39,0
46,0,17860,3,8,2,0,0,4,1,0,0,28,39,0
42,2,14235,11,15,2,14,0,4,1,0,0,39,39,0
28,2,5040,9,4,0,10,4,4,0,0,0,34,39,0
23,4,16553,11,15,4,8,1,4,0,0,0,28,39,0
29,1,17202,11,15,0,1,1,4,1,0,0,34,39,0
18,4,15609,7,3,4,4,1,4,0,0,0,56,39,0
17,4,7452,11,15,0,10,4,4,0,0,0,17,39,0
16,4,6464,9,4,4,3,3,4,1,0,0,12,39,0
24,4,16370,11,15,0,1,4,4,0,0,0,29,39,0
3,4,13080,15,1,4,7,3,4,1,0,0,34,39,0
6,4,17886,4,9,4,8,3,4,1,0,0,34,8,0
9,4,19834,15,1,4,10,1,4,0,0,0,28,39,0
55,0,14905,11,15,2,0,0,4,1,0,0,12,39,0
6,2,15701,11,15,4,5,1,4,1,0,0,34,31,0
45,2,1179,11,15,2,14,0,4,1,0,0,34,39,0
35,4,18886,15,1,2,1,0,4,1,0,0,34,39,0
41,4,6745,15,1,0,8,4,4,0,0,0,36,10,0
8,4,6754,9,4,4,12,1,4,0,0,0,34,39,0
7,4,17591,9,4,4,4,1,2,1,0,0,34,39,0
2,4,12439,15,1,4,11,3,4,1,0,0,74,39,0
26,4,1005,15,1,2,4,0,4,1,0,0,34,39,0
30,2,19304,11,15,5,1,4,2,0,0,0,34,39,0
22,4,21130,11,15,0,8,4,4,0,0,0,34,39,0
36,0,12549,4,9,6,0,4,2,0,0,0,23,39,0
15,4,17182,8,2,4,3,1,4,1,0,0,39,39,0
17,4,16131,15,1,2,10,0,4,1,0,0,45,39,1
11,4,7708,11,15,0,3,1,4,1,0,0,39,39,0
40,0,10733,8,2,6,0,4,4,0,0,0,31,39,0
8,4,13284,15,1,4,1,1,0,0,0,0,12,39,0
3,0,10192,15,1,4,0,3,4,1,0,0,16,39,0
4,0,9304,15,1,4,0,4,4,0,0,0,28,39,0
17,4,662,9,4,2,10,0,4,1,0,0,45,39,1
7,2,12369,15,1,0,6,1,2,1,0,0,45,39,0
20,2,7317,15,1,2,13,0,4,1,0,0,39,39,1
